%eval_id interface             x1             y1      objective        nlcon_1 
1        interface   -1.875243985    1.218913141     1.23657981     1.23657981 
2        interface   -1.835243985    1.218913141    1.203149956    1.203149956 
3        interface   -1.875243985    1.258913141    1.258628411    1.258628411 
4        interface   -1.915243985    1.218913141    1.270222185    1.270222185 
5        interface   -1.875243985    1.178913141     1.21503413     1.21503413 
6        interface   -1.795243985    1.218913141    1.169942444    1.169942444 
7        interface   -1.835243985    1.258913141    1.225529775    1.225529775 
8        interface   -1.835243985    1.178913141    1.181274095    1.181274095 
9        interface   -1.755243985    1.218913141    1.136967639    1.136967639 
10       interface   -1.795243985    1.258913141    1.192661228    1.192661228 
11       interface   -1.795243985    1.178913141    1.147728372    1.147728372 
12       interface   -1.715243985    1.218913141    1.104236482    1.104236482 
13       interface   -1.755243985    1.258913141    1.160033274    1.160033274 
14       interface   -1.755243985    1.178913141    1.114407161    1.114407161 
15       interface   -1.675243985    1.218913141    1.071760521    1.071760521 
16       interface   -1.715243985    1.258913141     1.12765698     1.12765698 
17       interface   -1.715243985    1.178913141    1.081321244    1.081321244 
18       interface   -1.595243985    1.218913141    1.007623624    1.007623624 
19       interface   -1.675243985    1.298913141    1.119815501    1.119815501 
20       interface   -1.675243985    1.138913141    1.025725932    1.025725932 
21       interface   -1.515243985    1.218913141   0.9446628447   0.9446628447 
22       interface   -1.595243985    1.298913141    1.057177367    1.057177367 
23       interface   -1.595243985    1.138913141   0.9600832927   0.9600832927 
24       interface   -1.435243985    1.218913141   0.8829961609   0.8829961609 
25       interface   -1.515243985    1.298913141   0.9957804694   0.9957804694 
26       interface   -1.515243985    1.138913141    0.895544111    0.895544111 
27       interface   -1.355243985    1.218913141   0.8227549216   0.8227549216 
28       interface   -1.435243985    1.298913141   0.9357429179   0.9357429179 
29       interface   -1.435243985    1.138913141   0.8322249969   0.8322249969 
30       interface   -1.275243985    1.218913141   0.7640851642   0.7640851642 
31       interface   -1.355243985    1.298913141   0.8771951435   0.8771951435 
32       interface   -1.355243985    1.138913141   0.7702568745   0.7702568745 
33       interface   -1.115243985    1.218913141   0.6521254164   0.6521254164 
34       interface   -1.275243985    1.378913141   0.8782035757   0.8782035757 
35       interface   -1.275243985    1.058913141   0.6575717968   0.6575717968 
36       interface  -0.9552439851    1.218913141   0.5486252989   0.5486252989 
37       interface   -1.115243985    1.378913141   0.7734628828   0.7734628828 
38       interface   -1.115243985    1.058913141   0.5378771688   0.5378771688 
39       interface  -0.9552439851    1.058913141   0.4261094317   0.4261094317 
40       interface   -1.115243985    1.218913141   0.6521254164   0.6521254164 
41       interface   -1.115243985   0.8989131412   0.4324154361   0.4324154361 
42       interface  -0.7952439851    1.058913141   0.3242771749   0.3242771749 
43       interface  -0.9552439851    1.218913141   0.5486252989   0.5486252989 
44       interface  -0.9552439851   0.8989131412   0.3116920014   0.3116920014 
45       interface  -0.7952439851   0.8989131412   0.2001907479   0.2001907479 
46       interface  -0.9552439851   0.7389131412   0.2076769855   0.2076769855 
47       interface  -0.4752439851   0.8989131412  0.01680955975  0.01680955975 
48       interface  -0.7952439851    1.218913141    0.455390752    0.455390752 
49       interface  -0.7952439851   0.5789131412   -1542.967745 -0.01635706636 
50       interface  -0.4752439851   0.5789131412   -1682.664822  -0.2510024897 
51       interface   -1.115243985   0.5789131412   0.2565466848   0.2565466848 
52       interface  -0.7952439851   0.2589131412   -1612.048876  -0.1636693175 
53       interface  -0.1552439851   0.5789131412   -1841.980015  -0.4006327337 
54       interface  -0.4752439851   0.2589131412   -1920.137052  -0.4588042313 
55       interface  -0.1552439851   0.2589131412   -2359.301342  -0.6981114285 
56       interface  -0.4752439851 -0.06108685878   -2016.424993  -0.5208461106 
57       interface   0.1647560149   0.2589131412    -2349.47023  -0.6931114875 
58       interface  -0.1552439851 -0.06108685878   -2722.288942  -0.8331698492 
59       interface   0.4847560149 -0.06108685878              0  -0.5114101942 
60       interface  -0.7952439851 -0.06108685878   -1642.024136  -0.2024132648 
61       interface  -0.1552439851  -0.7010868588   -1710.965533  -0.2819307286 
62       interface   0.1647560149 -0.06108685878              0  -0.8242838973 
63       interface  -0.1552439851  -0.3810868588   -2133.853426  -0.5885052991 
64       interface  0.00475601488 -0.06108685878   -3059.159059  -0.9387282774 
65       interface  -0.1552439851  0.09891314122   -2667.120245  -0.8159225586 
66       interface  -0.3152439851 -0.06108685878   -2321.435724  -0.6788919583 
67       interface  -0.1552439851  -0.2210868588   -2440.459172  -0.7298517184 
68       interface  0.00475601488  0.09891314122   -2929.633785  -0.9009725837 
69       interface  0.00475601488  -0.2210868588   -2559.932252  -0.7788619915 
70       interface  0.08475601488 -0.06108685878   -2887.947237  -0.8955242307 
71       interface  0.00475601488  0.01891314122   -3196.410856  -0.9804980363 
72       interface -0.07524398512 -0.06108685878   -2939.331842  -0.9030811597 
73       interface  0.00475601488  -0.1410868588   -2793.702066  -0.8588330017 
74       interface  0.08475601488  0.01891314122   -2969.878871  -0.9131594048 
75       interface -0.07524398512  0.01891314122   -3004.505506  -0.9224154383 
76       interface  0.04475601488  0.01891314122   -3102.089373  -0.9514118556 
77       interface  0.00475601488  0.05891314122   -3068.407354  -0.9408951957 
78       interface -0.03524398512  0.01891314122   -3132.024505  -0.9600019326 
79       interface  0.00475601488 -0.02108685878   -3189.263052  -0.9783834487 
80       interface  0.02475601488  0.01891314122   -3160.794199  -0.9688460727 
81       interface  0.00475601488  0.03891314122    -3136.18104   -0.960797293 
82       interface -0.01524398512  0.01891314122   -3181.247155  -0.9757083143 
83       interface  0.00475601488 -0.001086858775   -3221.899106  -0.9951213793 
84       interface  0.02475601488 -0.001086858775   -3180.593894  -0.9752201385 
85       interface -0.01524398512 -0.001086858775    -3205.22256  -0.9847173188 
86       interface  0.01475601488 -0.001086858775   -3207.291526  -0.9852040128 
87       interface  0.00475601488 0.008913141225   -3215.024996  -0.9898973388 
88       interface -0.00524398512 -0.001086858775   -3221.488608  -0.9946445689 
89       interface  0.00475601488 -0.01108685878   -3211.912022  -0.9879360821 
90       interface  0.00975601488 -0.001086858775   -3215.739952  -0.9901836316 
91       interface  0.00475601488 0.003913141225   -3220.541492  -0.9938410754 
92       interface -0.00024398512 -0.001086858775      -3223.908  -0.9988860921 
93       interface  0.00475601488 -0.006086858775   -3218.888723  -0.9922753947 
94       interface -0.00024398512 0.003913141225   -3222.507452  -0.9960792599 
95       interface -0.00024398512 -0.006086858775    -3220.83775  -0.9939082532 
96       interface  0.00225601488 -0.001086858775   -3223.454491  -0.9974958304 
97       interface -0.00024398512 0.001413141225   -3223.768172  -0.9985659509 
98       interface -0.00274398512 -0.001086858775   -3223.243596  -0.9970486077 
99       interface -0.00024398512 -0.003586858775   -3222.919012  -0.9964048526 
100      interface  0.00100601488 -0.001086858775   -3223.821004  -0.9985190112 
101      interface -0.00024398512 0.000163141225   -3223.979759  -0.9997064974 
102      interface -0.00149398512 -0.001086858775   -3223.714825  -0.9981525007 
103      interface -0.00024398512 -0.002336858775   -3223.553326  -0.9976504388 
104      interface  0.00100601488 0.000163141225   -3223.893478   -0.998980843 
105      interface -0.00149398512 0.000163141225   -3223.785564  -0.9984971339 
106      interface  0.00038101488 0.000163141225   -3223.971703  -0.9995855276 
107      interface -0.00024398512 0.000788141225   -3223.909298  -0.9991749574 
108      interface -0.00086898512 0.000163141225   -3223.917653  -0.9991158336 
109      interface -0.00024398512 -0.000461858775   -3223.979339  -0.9994776569 
110      interface   6.851488e-05 0.000163141225   -3223.984506  -0.9998230555 
111      interface -0.00024398512 0.000475641225   -3223.953379  -0.9994654317 
112      interface -0.00055648512 0.000163141225   -3223.957469  -0.9994200942 
113      interface -0.00024398512 -0.000149358775   -3223.988416  -0.9997139287 
