%eval_id interface             x1             y1      objective        nlcon_1 
264      interface  0.08699434907  -0.6625302279   -1758.464051  -0.3317827302 
265      interface   0.3909236651  0.02900121642   -2168.803807  -0.6080020632 
266      interface   -1.268720641 -0.06518214292   0.2703939455   0.2703939455 
267      interface -0.06058823972    1.337542554   0.3389141192   0.3389141192 
268      interface   -1.934943905   -0.143412252   0.9402512697   0.9402512697 
269      interface  0.08699434907 -0.06518214292   -2874.086202  -0.8912952231 
270      interface   0.4810377986   -0.143412252   -1984.376633  -0.4980394062 
271      interface   -1.291595222 -0.06518214292   0.2932389297   0.2932389297 
272      interface -0.04924728444  -0.4820262932   -2004.017203  -0.5154645087 
273      interface   -1.414630156 -0.02400400584   0.4148337961   0.4148337961 
274      interface -0.04924728444 -0.06518214292   -2989.656666  -0.9183054054 
275      interface -0.03941023258    1.061064854  0.06179649219  0.06179649219 
276      interface  -0.3587433483 -0.06518214292   -2230.129293  -0.6353830754 
277      interface    1.413956778 -0.02400400584   0.4141605151   0.4141605151 
278      interface    -1.09460009 -0.02400400584  0.09486325599  0.09486325599 
279      interface -0.04924728444   0.9031165479   -1570.958873 -0.09554171234 
280      interface -0.04924728444   0.9752538423   -1544.770334 -0.02350353204 
281      interface   0.1196401856 -0.06659454017   -2784.658659   -0.863074448 
282      interface -0.03941023258 -0.06518214292   -3008.259169   -0.923829939 
283      interface  0.08699434907  -0.5606043667   -1881.115878  -0.4326859135 
284      interface    1.278100811  0.02900121642      0.2784298      0.2784298 
285      interface   -1.583822377 -0.04591873197   0.5844878831   0.5844878831 
286      interface    -1.49502775  0.02900121642   0.4953090128   0.4953090128 
287      interface -0.06058823972 -0.06659454017   -2961.733576  -0.9099679636 
288      interface -0.06058823972 -0.06518214292   -2965.278019   -0.911007604 
289      interface -0.06058823972   0.1705325778   -2679.410122  -0.8190240489 
290      interface -0.03941023258   0.1213957901              0  -0.8723673071 
291      interface -0.03941023258  -0.7532793687   -1677.164789  -0.2456903993 
292      interface   0.1815755173 -0.04591873197    -2645.38051  -0.8127082532 
293      interface   -1.745915618 -0.04591873197   0.7465193601   0.7465193601 
294      interface  0.08699434907    1.506293349   0.5088033901   0.5088033901 
295      interface   -1.083504302 -0.02400400584  0.08377016233  0.08377016233 
296      interface -0.04924728444   0.7906694313    -1644.54366  -0.2077983561 
297      interface -0.04924728444   -1.539844405   0.5406317167   0.5406317167 
298      interface   0.3527445208  0.02900121642   -2243.986697  -0.6460653062 
299      interface -0.04924728444   0.1412703144   -2773.284543   -0.850391856 
300      interface    1.176978724  0.02900121642   0.1773359704   0.1773359704 
301      interface  -0.7157006872  0.02900121642   -1713.094351  -0.2837119684 
302      interface    1.000912081  0.02900121642 0.001332144918 0.001332144918 
303      interface -0.06058823972  -0.8211555401   -1623.711652  -0.1766122688 
304      interface     1.66009119 -0.04591873197   0.6607261331   0.6607261331 
305      interface   -1.417341796 -0.04591873197   0.4180854335   0.4180854335 
306      interface -0.06058823972   -1.888872316   0.8898437927   0.8898437927 
307      interface  0.08699434907 -0.06659454017   -2871.287841  -0.8904424829 
308      interface -0.03941023258   0.2235142543   -2543.030431  -0.7730379144 
309      interface   0.5112544142  0.02900121642   -1963.666641  -0.4879236907 
310      interface   -1.970158897 -0.06518214292   0.9712368684   0.9712368684 
311      interface   0.4959312335 -0.04591873197   -1978.506964  -0.5019474743 
312      interface -0.06058823972   0.3739094876   -2193.753888  -0.6212134642 
313      interface -0.04924728444    1.358749078   0.3596412586   0.3596412586 
314      interface  0.08699434907  -0.2411766975   -2461.870892  -0.7436131513 
315      interface    1.083606142 -0.06659454017  0.08565054403  0.08565054403 
316      interface  0.08699434907  -0.6335083408   -1793.164175  -0.3605464562 
317      interface   0.1196401856   0.3410768874   -2232.199888  -0.6385484581 
318      interface -0.06058823972    1.820012089   0.8210203016   0.8210203016 
319      interface -0.03941023258   0.5215382234   -1947.689646  -0.4769748716 
320      interface -0.04924728444    1.132119983   0.1331906066   0.1331906066 
321      interface  0.08699434907   -1.712710665     0.71491861     0.71491861 
322      interface   -0.583858426  0.02900121642              0  -0.4154217485 
323      interface   0.1196401856   -1.830612978   0.8345183698   0.8345183698 
324      interface -0.03941023258    1.583572207   0.5840625307   0.5840625307 
325      interface   0.1196401856    1.565585373   0.5701500992   0.5701500992 
326      interface  0.05783796406 -0.06518214292   -2944.940901   -0.912856774 
327      interface  0.08699434907  -0.3451201182   -2236.980174  -0.6440844022 
328      interface -0.06058823972   -1.342391597   0.3437582128   0.3437582128 
329      interface -0.03941023258    1.699500814   0.6999577004   0.6999577004 
330      interface   -1.913766548  0.02900121642   0.9139862776   0.9139862776 
331      interface  -0.1437727297  0.02900121642   -2780.864101  -0.8533314336 
332      interface  0.05783796406  0.02900121642   -3046.224405  -0.9352983722 
333      interface  0.08699434907  -0.8478706287   -1602.651776  -0.1476781008 
334      interface    1.267428696 -0.06518214292   0.2691037039   0.2691037039 
335      interface   -1.326128093 -0.04591873197   0.3269228497   0.3269228497 
336      interface -0.03941023258   0.3918550044   -2165.236498  -0.6061681693 
337      interface  0.05783796406 -0.02400400584   -3054.528687  -0.9373787386 
338      interface  -0.4887676586 -0.06518214292   -1994.011147  -0.5069051452 
339      interface -0.04924728444   0.9182497537   -1559.962565 -0.08043058707 
340      interface  0.05783796406 -0.04591873197   -2990.182891  -0.9261504229 
341      interface -0.04924728444 -0.008362445053   -3099.526265  -0.9500477677 
342      interface  0.05783796406   -1.922356874   0.9232267628   0.9232267628 
343      interface  0.05783796406 -0.06659454017   -2941.374304  -0.9117953353 
344      interface   0.5029083036  0.02900121642   -1978.976382  -0.4962561838 
345      interface     1.87134704  0.02900121642   0.8715717498   0.8715717498 
346      interface -0.06058823972    0.393487585   -2156.636336  -0.6018751272 
347      interface  0.05783796406 -0.03489301821   -3037.929672  -0.9324518482 
348      interface -0.06058823972 -0.008362445053    -3061.31812  -0.9388373866 
349      interface -0.03941023258   0.2616605248   -2447.710762  -0.7353882152 
350      interface  0.08699434907    1.494731461   0.4972608848   0.4972608848 
351      interface -0.03941023258   -1.276876062   0.2774841072   0.2774841072 
352      interface  0.05783796406    1.403000481   0.4041921449   0.4041921449 
353      interface -0.06058823972    -1.40539878   0.4067041855   0.4067041855 
354      interface    1.980730459 -0.02400400584   0.9808759031   0.9808759031 
355      interface  -0.3259799342 -0.04591873197   -2303.900335  -0.6708018113 
356      interface -0.04924728444   -1.359956156   0.3608475452   0.3608475452 
357      interface   -1.140262793  0.02900121642    0.140631539    0.140631539 
358      interface  -0.3143049061 -0.04591873197   -2329.171641  -0.6823585292 
359      interface -0.03941023258 -0.008362445053   -3131.965988   -0.959712323 
360      interface -0.06058823972  -0.1313593807   -2784.238989  -0.8553410159 
361      interface    1.194572579 -0.008362445053   0.1946018487   0.1946018487 
362      interface -0.04924728444    1.224402653   0.2253926521   0.2253926521 
363      interface    1.924884969 -0.06518214292   0.9259882802   0.9259882802 
364      interface    -1.21613221  0.02900121642   0.2164779582   0.2164779582 
365      interface -0.06058823972     1.65289185   0.6540019355   0.6540019355 
366      interface -0.03941023258 -0.06659454017   -3004.086085  -0.9226178366 
367      interface   -1.057151194  0.02900121642  0.05754891969  0.05754891969 
368      interface -0.04924728444 -0.06659454017   -2985.775321  -0.9171741115 
369      interface -0.04924728444 -0.03489301821   -3063.647192  -0.9396442402 
370      interface   0.5609683891 -0.04591873197   -1892.767769  -0.4371553824 
371      interface -0.06058823972   -1.730501192   0.7315615237   0.7315615237 
372      interface -0.03941023258   0.1590143098   -2722.222193  -0.8361747359 
373      interface  -0.8477875063 -0.008362445053   -1604.666261  -0.1521712518 
374      interface  -0.5996318248  0.02900121642   -1842.180964  -0.3996672624 
375      interface   -1.769985402 -0.03489301821   0.7703293044   0.7703293044 
376      interface   0.6606461698 -0.06659454017   -1768.311696  -0.3360058777 
377      interface -0.03941023258 -0.03489301821   -3089.892345  -0.9473626639 
378      interface  0.05783796406   -1.304906562   0.3061877222   0.3061877222 
379      interface   0.4861948148 -0.04591873197   -1993.673498  -0.5116415989 
380      interface -0.06058823972   -1.457077205   0.4583363522   0.4583363522 
381      interface   0.9153415444 -0.02400400584   -1562.260706   -0.084343768 
382      interface  0.02572084499 -0.02400400584   -3149.381216  -0.9648182695 
383      interface    1.807722689 -0.03489301821   0.8080594136   0.8080594136 
384      interface  -0.3866580754  0.02900121642   -2185.490789  -0.6122558346 
385      interface -0.04924728444    1.558561986   0.5593398473   0.5593398473 
386      interface  0.02572084499  0.02900121642   -3136.127509   -0.961236197 
387      interface  0.05783796406   -1.133847985   0.1353221936   0.1353221936 
388      interface  0.05783796406   0.5852834632   -1852.476522  -0.4118656936 
389      interface  -0.2606553055 -0.008362445053    -2463.67953  -0.7392105854 
390      interface   0.1338422048  0.02900121642    -2805.85018  -0.8630518115 
391      interface  0.02572084499 -0.03489301821   -3120.815949  -0.9566515907 
392      interface   0.9614047571 -0.03489301821   -1545.432254 -0.03796225142 
393      interface    1.675290357 -0.008362445053    0.675311228    0.675311228 
394      interface -0.06058823972 -0.03489301821   -3031.106261   -0.930082495 
395      interface -0.04924728444   0.6809587975   -1747.291394  -0.3172627307 
396      interface  0.02572084499    1.857145095   0.8573231991   0.8573231991 
397      interface  0.05783796406 -0.008362445053   -3068.409185  -0.9415606248 
398      interface -0.06058823972  -0.8189665428   -1625.258673   -0.178795316 
399      interface  0.02572084499    1.067383803   0.0676936568   0.0676936568 
400      interface -0.04924728444   -1.078447848   0.0795717002   0.0795717002 
401      interface -0.03941023258    1.885638567    0.886050363    0.886050363 
402      interface -0.03941023258    1.363272818   0.3638423453   0.3638423453 
403      interface     1.43025626 -0.04591873197   0.4309931863   0.4309931863 
404      interface  0.01082285401 -0.008362445053   -3208.674181  -0.9863228418 
